Iteration Agents Items Duration Price_Rise_Steps Tranfer_Steps
94539 1 20 101 0 0
94540 2 35 445 1 2
94541 6 23 2083 8 6
94542 19 18 19573 14 8
94543 3 31 2553 8 6
94544 17 20 15589 15 18
94545 3 27 935 4 3
94546 17 29 73171 24 11
94547 6 14 859 2 2
94548 8 18 1546 5 3
94549 20 15 24142 8 6
94550 2 26 452 0 1
94551 1 34 267 0 0
94552 9 40 8318 19 9
94553 10 7 1770 2 2
94554 7 40 30462 24 24
94555 8 21 3315 10 6
94556 3 13 157 0 0
94557 16 21 45719 21 10
94558 16 22 37772 24 21
94559 4 16 926 3 2
94560 10 29 43700 19 11
94561 16 4 288 0 0
94562 13 2 217 0 0
94563 13 2 187 0 0
94564 9 1 134 0 0
94565 18 21 45912 29 13
94566 9 1 152 0 0
94567 19 4 293 0 0
94568 2 35 340 1 0
94569 12 32 8858 16 12
94570 17 6 10783 0 3
94571 14 30 21245 32 5
94572 20 7 1229 0 1
94573 2 15 150 0 0
94574 13 1 251 0 0
94575 2 2 86 0 0
94576 8 20 4332 8 11
94577 11 20 53023 24 14
94578 9 4 781 0 1
94579 13 7 2095 0 3
94580 9 21 4547 7 5
94581 17 12 4272 7 1
94582 8 38 27278 15 10
94583 8 17 6674 13 7
94584 2 4 297 1 0
94585 9 31 4675 12 8
94586 6 14 1661 8 6
94587 13 2 216 0 0
94588 7 6 918 3 1
94589 7 13 3281 8 6
94590 3 26 1263 2 2
94591 15 6 1083 0 1
94592 16 11 25746 4 2
94593 13 22 14548 13 9
94594 8 3 624 0 0
94595 12 8 3424 3 2
94596 1 35 317 0 0
94597 5 30 4309 7 6
94598 4 1 146 0 0
94599 8 36 51832 14 17
94600 13 1 299 0 0
94601 11 26 19846 18 6
94602 8 17 3667 12 6
94603 19 23 37290 22 21
94604 10 25 10557 22 5
94605 6 10 1709 5 5
94606 8 2 32913 0 0
94607 17 2 729 0 0
94608 2 18 310 0 0
94609 18 6 880 0 0
94610 10 20 4508 5 6
94611 1 38 499 0 0
94612 4 1 161 0 0
94613 20 22 44205 14 12
94614 16 21 17427 22 14
94615 16 8 1701 1 2
94616 3 39 1140 4 4
94617 10 11 5153 11 7
94618 13 13 8173 10 5
94619 13 5 1803 1 1
94620 17 2 273 0 0
94621 17 25 44193 12 9
94622 14 31 36890 20 16
94623 9 7 3218 3 3
94624 6 24 3705 5 6
94625 3 26 1019 2 2
94626 10 10 5577 8 8
94627 16 14 6847 10 7
94628 19 32 57358 20 11
94629 20 19 46753 25 8
94630 18 25 35262 19 9
94631 17 11 7540 6 4
94632 9 17 5840 16 8
94633 12 5 246 0 0
94634 17 30 73621 16 12
94635 2 29 492 0 1
94636 3 4 516 1 1
94637 8 23 22345 11 6
94638 9 5 517 0 0
94639 1 15 283 0 0
94640 14 33 17203 28 19
94641 17 1 384 0 0
94642 7 5 679 2 1
94643 2 9 233 1 1
94644 7 39 2387 7 5
94645 20 17 19842 10 9
94646 14 17 12214 18 6
94647 16 12 77163 8 6
94648 16 19 8252 8 6
94649 8 17 6379 11 9
94650 20 4 633 0 0
94651 19 26 47268 21 14
94652 20 31 18205 15 8
94653 5 18 44707 9 5
94654 4 28 4965 8 7
94655 19 19 14244 20 11
94656 8 15 3542 8 9
94657 5 28 1942 4 4
94658 7 8 374 0 2
94659 20 23 28205 14 11
94660 20 4 324 0 0
94661 13 8 2242 5 3
94662 9 40 39463 17 9
94663 8 1 215 0 0
94664 10 14 4907 10 4
94665 14 13 6883 8 9
94666 14 32 55346 18 7
94667 16 1 355 0 0
94668 14 33 44476 29 16
94669 7 26 34545 14 8
94670 6 3 423 0 0
94671 1 11 395 0 0
94672 8 11 4026 8 7
94673 6 40 5905 15 10
94674 14 22 46044 14 8
94675 17 34 48195 39 17
94676 5 3 142 0 0
94677 4 20 3004 9 9
94678 10 19 39862 9 3
94679 19 36 57868 45 17
94680 11 15 3010 9 4
94681 11 1 193 0 0
94682 3 3 163 0 1
94683 13 26 10416 25 12
94684 13 11 3232 6 5
94685 15 1 336 0 0
94686 10 35 45575 11 10
94687 16 19 8358 5 8
94688 5 17 2467 5 1
94689 2 34 2032 4 4
94690 15 25 42940 17 8
94691 20 15 15771 10 10
94692 20 29 104202 28 11
94693 10 19 13588 20 9
94694 20 17 10562 15 8
94695 19 25 10143 13 12
94696 7 7 1396 3 4
94697 6 34 5059 8 8
94698 20 25 57944 14 7
94699 6 40 36981 14 14
94700 20 14 6784 6 1
94701 15 33 39890 29 19
94702 17 12 9869 6 6
94703 1 30 187 0 0
94704 20 25 109410 38 14
94705 4 2 383 0 1
94706 16 21 11653 12 4
94707 11 1 418 0 0
94708 19 7 486 0 0
94709 13 2 181 0 0
94710 14 11 4306 6 6
94711 17 17 56338 15 12
94712 4 10 316 1 1
94713 13 39 55078 23 12
94714 18 4 523 0 0
94715 16 26 53612 34 11
94716 16 29 16816 18 8
94717 7 19 1775 5 7
94718 5 17 34592 1 1
94719 4 9 1988 4 3
94720 8 4 720 0 1
94721 11 34 11138 19 11
94722 9 13 1021 3 2
94723 4 27 20610 5 7
94724 5 13 802 2 1
94725 18 37 73077 26 19
94726 18 9 3074 2 1
94727 12 31 44436 17 12
94728 15 22 8427 8 6
94729 14 4 262 0 0
94730 1 8 155 0 0
94731 15 15 5812 9 6
94732 20 38 82819 33 13
94733 12 34 47021 23 13
94734 16 16 19395 21 10
94735 19 14 29079 10 3
94736 12 4 1566 1 2
94737 8 39 6570 8 8
94738 15 23 72701 30 8
94739 11 17 3917 12 3
94740 7 2 121 0 0
94741 15 30 36465 20 23
94742 19 36 25486 35 14
94743 9 15 38035 11 7
94744 1 36 199 0 0
94745 18 19 53214 26 9
94746 6 6 830 0 2
94747 8 28 6244 10 6
94748 18 27 10610 19 12
94749 16 10 807 0 2
94750 3 4 302 2 1
94751 13 12 4027 8 5
94752 7 5 266 0 1
94753 11 29 37055 29 13
94754 3 24 202 0 0
94755 16 7 376 0 0
94756 3 39 48609 10 9
94757 20 22 20424 23 8
94758 12 2 182 0 0
94759 4 39 11240 3 3
94760 12 16 12506 13 11
94761 7 35 3986 10 5
94762 13 20 34836 6 6
94763 18 35 51175 31 17
94764 3 20 1586 4 4
94765 18 4 2456 0 2
94766 2 11 481 1 1
94767 16 5 357 0 0
94768 19 35 14923 23 11
94769 3 10 448 2 1
94770 6 9 719 3 2
94771 15 4 455 0 1
94772 3 10 251 1 1
94773 7 18 2399 7 2
94774 6 28 7193 9 9
94775 15 14 5399 4 4
94776 10 25 48290 20 9
94777 19 15 11595 8 7
94778 14 34 64202 17 15
94779 14 32 13076 13 7
94780 16 22 10077 13 9
94781 17 27 73063 27 11
94782 8 32 7992 9 8
94783 1 21 234 0 0
94784 15 35 60138 34 12
94785 9 19 48573 13 8
94786 8 34 7461 10 8
94787 8 9 1451 2 5
94788 7 29 6598 17 9
94789 17 27 12340 19 15
94790 11 34 7446 18 14
94791 5 39 27701 7 7
94792 1 13 180 0 0
94793 6 17 4274 8 3
94794 3 24 2080 5 6
94795 5 40 4022 8 7
94796 18 10 3914 3 2
94797 15 8 2183 0 3
94798 20 35 29750 27 11
94799 17 31 11223 16 8
94800 8 28 22285 12 11
94801 14 40 82650 50 21
94802 12 35 18390 36 18
94803 7 39 11229 11 4
94804 12 25 15409 26 7
94805 7 20 2119 4 6
94806 19 18 13437 13 15
94807 4 11 469 1 1
94808 3 20 1670 6 5
94809 13 37 108303 26 9
94810 8 12 8926 7 4
94811 1 8 107 0 0
94812 1 34 890 0 0
94813 9 25 8230 15 12
94814 16 1 257 0 0
94815 4 14 2320 6 4
94816 18 17 47397 18 7
94817 10 26 4159 10 10
94818 4 12 535 2 2
94819 20 29 45931 18 9
94820 7 38 30325 14 11
94821 18 26 17999 16 7
94822 9 17 4473 12 7
94823 9 37 30249 14 10
94824 14 34 22972 23 11
94825 20 38 68301 35 31
94826 15 12 7985 9 5
94827 5 39 2356 7 5
94828 7 13 1930 6 7
94829 17 33 44345 28 13
94830 6 13 1274 5 7
94831 19 36 46145 34 18
94832 4 25 47559 6 3
94833 16 4 650 0 0
94834 18 1 579 0 0
94835 12 1 454 0 0
94836 10 32 8125 12 8
94837 9 23 3529 7 3
94838 13 11 3626 5 3
94839 1 7 73 0 0
94840 14 1 197 0 0
94841 2 22 134 0 0
94842 18 17 23661 18 8
94843 2 20 1449 3 3
94844 18 15 18264 13 5
94845 11 21 15295 16 9
94846 14 37 51002 27 17
94847 9 15 3217 8 4
94848 4 28 5589 9 7
94849 8 26 10350 13 12
94850 17 21 37961 31 12
94851 13 13 3106 6 7
94852 5 26 5825 21 13
94853 14 33 13385 21 7
94854 1 27 138 0 0
94855 18 26 18757 16 10
94856 5 28 1643 4 4
94857 9 32 57404 10 8
94858 17 3 739 0 0
94859 8 1 336 0 0
94860 2 16 1054 1 1
94861 18 17 11108 14 5
94862 7 16 27816 8 3
94863 10 14 3757 1 6
94864 12 34 12052 19 15
94865 11 17 16852 15 4
94866 14 35 65415 22 22
94867 13 29 9228 14 7
94868 18 9 3483 1 1
94869 7 30 28060 14 6
94870 3 24 341 0 0
94871 11 18 7035 16 7
94872 9 31 10635 15 8
94873 10 38 11743 16 9
94874 8 31 27993 11 9
94875 17 29 73501 31 14
94876 12 26 14420 21 14
94877 11 3 279 0 0
94878 20 20 29266 18 12
94879 3 9 263 1 1
94880 8 7 3480 4 8
94881 18 8 2294 1 2
94882 14 19 30702 17 7
94883 2 14 147 0 0
94884 3 25 1166 3 2
94885 8 8 1019 1 3
94886 15 32 69349 30 16
94887 13 29 10073 20 12
94888 13 40 32181 36 22
94889 4 12 501 1 1
94890 19 37 129781 58 33
94891 5 18 1134 4 2
94892 1 24 104 0 0
94893 17 11 3360 5 3
94894 16 9 2355 2 2
94895 20 15 26165 11 7
94896 12 21 8028 16 9
94897 10 27 58876 9 3
94898 20 7 2289 0 2
94899 18 3 487 0 0
94900 10 2 306 0 0
94901 15 16 10924 11 9
94902 18 16 15121 15 8
94903 17 24 9364 9 7
94904 20 16 12876 15 6
94905 19 31 61671 18 11
94906 10 22 14030 16 12
94907 11 17 33882 13 7
94908 7 28 7186 11 8
94909 10 6 2023 0 2
94910 1 20 246 0 0
94911 1 28 527 0 0
94912 13 14 9003 18 5
94913 2 39 433 1 1
94914 20 2 34602 0 0
94915 20 18 11954 10 15
94916 9 13 2890 10 3
94917 12 19 32624 3 6
94918 7 4 1425 2 1
94919 19 31 32095 30 14
94920 12 34 20449 31 14
94921 12 34 42090 25 10
94922 17 26 48568 20 8
94923 3 12 615 2 0
94924 6 35 5150 14 9
94925 9 16 4088 14 6
94926 2 27 960 5 4
94927 13 15 14282 7 10
94928 18 9 3083 1 2
94929 4 37 5574 8 8
94930 1 18 369 0 0
94931 3 29 3204 6 6
94932 7 38 3874 13 11
94933 12 37 48997 29 14
94934 11 28 41000 17 11
94935 12 1 468 0 0
94936 7 32 8018 9 7
94937 15 11 3404 5 3
94938 11 16 2876 8 5
94939 4 19 1931 9 6
94940 15 9 22761 2 3
94941 3 8 193 0 0
94942 2 32 1376 3 2
94943 6 15 2648 5 6
94944 6 36 4767 9 8
94945 8 24 4290 10 10
94946 20 39 98063 47 31
94947 10 38 6810 15 9
94948 3 7 405 1 1
94949 2 16 363 1 1
94950 4 33 1521 5 4
94951 5 37 2553 6 5
94952 7 37 11890 16 12
94953 11 14 2448 3 2
94954 19 33 70635 17 10
94955 6 38 5802 15 16
94956 3 17 411 1 1
94957 4 29 1617 6 4
94958 6 2 122 0 0
94959 4 27 988 4 3
94960 3 11 1140 3 2
94961 15 38 27163 22 17
94962 4 18 835 1 1
94963 18 10 4706 3 2
94964 16 35 13750 22 12
94965 3 25 731 2 2
94966 13 2 240 0 0
94967 13 8 34759 3 1
94968 19 14 10544 8 4
94969 20 11 3239 1 3
94970 14 31 48174 25 13
94971 5 8 2234 6 4
94972 2 27 297 0 0
94973 11 2 347 0 0
94974 5 35 3186 6 7
94975 16 16 19054 15 8
94976 13 17 9534 12 6
94977 14 26 7866 8 8
94978 20 39 88905 41 20
94979 15 16 10983 7 10
94980 2 38 2369 4 4
94981 20 27 60703 28 16
94982 9 23 6035 12 9
94983 3 38 1312 3 3
94984 5 20 2634 7 4
94985 9 8 2620 5 4
94986 14 3 235 0 0
94987 5 33 1404 5 6
94988 7 5 781 2 2
94989 8 3 740 0 1
94990 18 23 18586 20 8
94991 5 19 4814 5 3
94992 16 36 11576 16 9
94993 20 35 46376 21 13
94994 3 12 342 1 1
94995 7 21 2351 7 4
94996 14 15 49017 25 10
94997 7 19 22302 14 12
94998 6 19 5978 9 7
94999 5 39 3260 4 2
95000 2 5 561 1 0
95001 19 11 4939 4 3
95002 16 30 85660 40 32
95003 19 3 726 0 0
95004 3 5 525 0 1
95005 8 40 8310 12 9
95006 8 38 21052 16 14
95007 2 32 1223 2 1
95008 3 11 468 1 0
95009 2 7 437 1 1
95010 12 10 7414 9 5
95011 2 1 137 0 0
95012 10 34 5699 15 7
95013 19 12 6457 7 4
95014 16 21 43091 28 11
95015 8 10 41353 8 4
95016 12 15 2907 2 1
95017 11 36 14803 21 16
95018 14 39 34300 26 17
95019 8 32 3898 10 9
95020 7 27 3197 12 8
95021 14 37 38519 14 11
95022 2 28 390 1 1
95023 4 36 851 2 1
95024 3 39 1084 3 3
95025 16 30 39178 24 8
95026 18 10 4390 5 3
95027 9 5 993 0 2
95028 16 26 13856 19 9
95029 3 20 1185 4 2
95030 14 16 6045 14 7
95031 1 20 98 0 0
95032 1 21 108 0 0
95033 1 34 3913 0 0
95034 19 5 761 0 0
95035 4 33 1355 2 2
95036 7 21 5960 11 7
95037 9 20 7631 11 6
95038 4 29 1657 2 1
95039 5 20 785 2 3
95040 14 21 7889 13 5
95041 5 13 921 4 4
95042 8 35 41156 11 8
95043 2 26 563 1 0
95044 18 9 4155 2 3
95045 7 23 5128 13 8
95046 14 34 36600 24 10
95047 17 30 16532 28 8
95048 15 30 53663 31 13
95049 18 17 17185 13 11
95050 1 14 92 0 0
95051 6 29 2183 7 3
95052 10 38 23338 30 20
95053 7 29 10069 19 11
95054 17 6 302 0 0
95055 18 7 2329 2 2
95056 1 4 53 0 0
95057 14 31 42699 19 18
95058 1 1 47 0 0
95059 18 2 369 0 0
95060 4 14 621 3 1
95061 17 18 54097 12 14
95062 13 7 1353 0 2
95063 11 36 34808 20 10
95064 5 31 3642 8 10
95065 12 8 2801 4 3
95066 15 7 1632 1 1
95067 7 29 12471 12 16
95068 17 17 18114 19 12
95069 7 20 2425 6 5
95070 20 20 50961 20 15
95071 4 11 1144 4 7
95072 9 14 2257 4 4
95073 4 5 522 2 1
95074 4 27 45869 3 3
95075 17 38 37791 31 18
95076 19 21 61205 31 17
95077 18 11 3704 3 4
95078 20 3 632 0 1
95079 8 32 37001 13 15
95080 5 2 120 0 0
95081 18 8 1748 1 3
95082 10 14 3666 10 4
95083 10 32 3127 8 7
95084 4 20 1227 3 1
95085 6 31 2246 8 7
95086 19 23 28277 23 15
95087 15 1 309 0 0
95088 19 31 85865 27 9
95089 7 20 6461 10 10
95090 11 20 6889 12 5
95091 9 21 3306 9 7
95092 2 37 983 4 4
95093 5 17 829 4 2
95094 4 23 796 2 4
95095 20 5 958 0 1
95096 16 23 22658 18 9
95097 9 25 9828 15 8
95098 20 18 52743 16 7
95099 1 25 256 0 0
95100 18 21 16038 18 17
95101 15 18 34706 8 14
95102 15 6 700 0 0
95103 13 24 10613 10 8
95104 20 35 38919 34 11
95105 18 11 9718 9 8
95106 4 2 99 0 0
95107 16 22 28577 12 4
95108 3 10 609 3 3
95109 6 24 5277 13 12
95110 9 16 9133 14 9
95111 15 24 59868 34 12
95112 1 25 279 0 0
95113 10 2 447 0 0
95114 14 24 14634 23 13
95115 4 22 499 1 1
95116 1 25 135 0 0
95117 1 39 213 0 0
95118 9 26 5290 10 12
95119 6 6 36250 2 3
95120 19 30 46314 29 13
95121 13 20 1993 2 5
95122 16 16 3268 5 7
95123 10 26 22733 20 14
95124 6 11 755 4 3
95125 15 25 8336 14 11
95126 1 24 280 0 0
95127 13 9 5121 4 3
95128 1 29 146 0 0
95129 7 4 621 1 1
95130 1 27 137 0 0
95131 9 39 36252 12 8
95132 15 25 15901 21 11
95133 2 15 34340 2 2
95134 15 21 13673 14 5
95135 6 6 607 2 3
95136 2 9 256 1 1
95137 2 21 369 1 2
95138 8 32 4733 12 8
95139 14 6 792 0 1
95140 18 13 5169 8 3
95141 11 16 2558 8 3
95142 17 8 1200 1 1
95143 13 12 38312 12 7
95144 10 21 11825 24 16
95145 12 31 56301 22 10
95146 9 17 7885 16 10
95147 12 3 551 0 1
95148 1 33 125 0 0
95149 7 13 1826 8 4
95150 5 18 2444 10 9
95151 14 6 2101 1 2
95152 15 31 52284 21 15
95153 12 21 43125 19 9
95154 15 27 32012 25 10
95155 17 21 19315 12 7
95156 3 1 80 0 0
95157 3 16 2079 4 4
95158 1 14 83 0 0
95159 4 38 3032 9 7
95160 15 10 40230 9 3
95161 2 13 383 0 0
95162 14 27 45751 26 16
95163 4 2 213 0 0
95164 9 34 4238 4 4
95165 3 35 1948 3 3
95166 6 30 6231 12 7
95167 10 23 9689 20 10
95168 17 33 65752 36 23
95169 12 35 41930 29 12
95170 3 2 144 0 0
95171 16 14 6617 11 5
95172 10 36 16159 18 11
95173 15 15 12521 12 6
95174 5 16 1094 3 3
95175 8 14 2049 6 3
95176 15 14 54632 12 6
95177 7 21 9182 15 13
95178 16 1 568 0 0
95179 16 39 37127 28 14
95180 7 14 1386 5 4
95181 19 24 24280 19 9
95182 9 14 3469 8 5
95183 8 25 3972 13 9
95184 13 17 3432 5 4
95185 10 24 76925 8 9
95186 20 22 48086 32 20
95187 20 29 24172 16 10
95188 7 5 383 0 1
95189 19 7 2120 1 1
95190 7 7 1372 5 4
95191 5 6 841 2 3
95192 11 5 780 1 1
95193 14 4 270 0 0
95194 3 33 559 1 2
95195 12 11 41167 8 4
95196 11 21 15044 17 16
95197 10 8 2591 5 3
95198 2 29 29568 1 0
95199 14 11 8261 8 7
95200 7 1 274 0 0
95201 2 15 649 1 0
95202 1 25 264 0 0
95203 12 35 58345 28 18
95204 15 2 632 0 0
95205 9 10 3927 7 3
95206 6 2 196 0 0
95207 9 18 3540 5 7
95208 4 38 1740 7 2
95209 19 9 28306 1 2
95210 11 19 13388 19 8
95211 2 19 100 0 0
95212 16 28 44326 31 17
95213 2 9 139 0 0
95214 16 24 72693 31 10
95215 2 33 323 0 0
95216 7 28 9698 13 12
95217 11 11 4204 4 7
95218 18 20 7903 8 15
95219 15 24 7555 13 7
95220 17 6 2385 1 2
95221 10 2 283 0 0
95222 16 7 433 0 0
95223 19 24 44574 25 20
95224 8 39 49760 15 13
95225 13 25 8489 13 9
95226 18 34 40392 26 10
95227 17 16 40684 14 9
95228 4 22 2927 4 4
95229 17 21 7308 6 5
95230 3 13 462 2 0
95231 3 23 430 1 1
95232 5 17 2186 8 6
95233 10 6 1070 2 1
95234 20 14 37492 4 2
95235 13 6 1792 0 1
95236 15 35 17296 24 15
95237 10 36 40326 26 9
95238 8 20 9561 13 9
95239 3 2 181 0 1
95240 15 33 51781 35 15
95241 17 12 4827 6 3
95242 16 40 54003 52 22
95243 2 5 116 0 0
95244 15 28 24055 28 13
95245 2 36 1824 3 2
95246 14 1 377 0 0
95247 13 39 46540 28 21
95248 2 27 989 2 2
95249 18 39 67756 41 16
95250 8 37 6275 15 8
95251 20 19 40913 18 8
95252 10 36 7973 16 9
95253 20 16 30678 16 8
95254 14 35 57784 17 11
95255 12 28 48904 36 14
95256 19 23 50785 29 12
95257 18 39 76224 34 19
95258 19 5 320 0 0
95259 7 14 3247 13 6
95260 6 9 754 4 2
95261 7 6 394 0 2
95262 16 20 21717 19 14
95263 12 18 11961 11 8
95264 11 24 35670 17 10
95265 20 11 5524 2 3
95266 15 17 50808 24 14
95267 20 10 952 0 1
95268 16 40 22472 33 14
95269 8 15 2618 6 7
95270 7 15 4932 11 8
95271 15 31 12263 19 12
95272 9 22 39700 8 9
95273 2 14 287 0 0
95274 20 22 24062 21 16
95275 17 33 68585 27 19
95276 10 30 11730 17 11
95277 6 10 1901 3 2
95278 20 5 672 0 1
95279 13 31 20403 30 12
95280 2 9 425 1 1
95281 16 27 13345 17 6
95282 1 35 290 0 0
95283 18 36 104689 36 12
95284 14 9 4712 5 1
95285 5 26 3182 8 6
95286 3 17 923 3 3
95287 15 26 58924 18 15
95288 10 39 7798 16 13
95289 9 15 1704 3 3
95290 12 32 68194 29 15
95291 7 14 2282 7 8
95292 3 32 1736 5 5
95293 13 31 60941 21 9
95294 1 23 252 0 0
95295 1 26 288 0 0
95296 1 29 282 0 0
95297 13 26 13182 22 11
95298 20 18 26637 18 12
95299 9 9 2067 5 7
95300 9 30 4803 12 13
95301 15 15 18451 11 10
95302 9 18 7822 9 10
95303 7 11 3215 5 4
95304 20 24 50133 24 13
95305 12 22 46175 18 16
95306 18 4 529 0 0
95307 1 6 106 0 0
95308 11 12 4994 10 8
95309 3 21 428 2 1
95310 9 35 6155 15 16
95311 19 19 32201 3 9
95312 10 6 646 0 0
95313 10 39 13314 19 11
95314 6 28 38103 10 4
95315 9 19 10038 15 8
95316 8 39 33185 26 16
95317 14 25 8888 14 9
95318 11 18 4103 6 8
95319 9 13 30267 5 3
95320 5 36 6254 7 9
95321 14 35 54929 30 18
95322 6 18 2071 6 6
95323 6 3 149 0 0
95324 7 36 22538 15 9
95325 19 25 14652 20 8
95326 5 35 35964 10 9
95327 13 18 52463 30 9
95328 4 9 2315 4 3
95329 18 2 606 0 0
95330 1 23 275 0 0
95331 19 19 21858 16 9
95332 1 25 191 0 0
95333 12 25 39460 26 15
95334 2 37 1822 7 6
95335 20 17 57712 17 8
95336 2 24 365 1 1
95337 9 6 755 1 1
95338 5 33 1613 6 4
95339 16 17 32166 28 9
95340 7 15 2546 5 5
95341 20 30 55061 24 12
95342 11 35 52370 27 14
95343 20 26 31470 20 10
95344 14 23 2208 1 2
95345 9 6 871 0 2
95346 13 34 14292 19 8
95347 14 21 6117 6 6
95348 2 25 567 1 0
95349 13 11 45355 3 6
95350 6 7 611 1 3
95351 8 3 525 0 2
95352 13 5 1340 0 2
95353 12 31 8802 14 8
95354 8 38 16014 19 12
95355 10 3 165 0 0
95356 3 14 523 3 2
95357 10 34 4689 11 6
95358 16 25 23281 13 8
95359 4 36 1639 4 4
95360 17 3 349 0 0
95361 9 34 13109 23 14
95362 4 30 1499 5 3
95363 10 27 57619 31 15
95364 3 17 18549 5 6
95365 8 1 235 0 0
95366 18 20 10774 5 9
95367 7 31 5219 9 5
95368 14 31 25594 23 19
95369 8 23 12174 20 12
95370 11 26 37181 13 11
95371 11 33 48547 25 15
95372 7 38 11338 14 9
95373 19 8 1347 0 1
95374 5 8 2033 4 4
95375 18 11 3112 3 3
95376 17 23 11211 22 11
95377 7 40 35010 7 6
95378 2 9 336 1 1
95379 17 31 58193 26 16
95380 15 4 1078 0 1
95381 19 4 734 0 0
95382 9 20 3809 10 4
95383 19 37 45622 30 14
95384 4 20 1207 4 3
95385 10 32 8197 15 13
95386 13 28 15140 26 16
95387 14 28 65111 20 8
95388 7 15 3790 6 3
95389 12 21 14232 18 10
95390 14 31 23058 10 7
95391 15 9 4925 4 1
95392 8 8 2386 3 5
95393 8 32 17977 19 9
95394 8 36 9951 13 7
95395 9 17 3888 10 4
95396 8 26 2717 6 5
95397 7 39 67279 16 8
95398 18 6 661 0 0
95399 2 12 572 1 2
95400 10 18 22832 18 8
95401 5 28 3261 4 4
95402 5 37 2079 1 4
95403 18 13 6730 7 3
95404 16 23 20354 26 10
95405 10 14 51319 10 9
95406 17 39 58109 30 21
95407 6 17 677 2 3
95408 4 34 656 2 2
95409 14 11 4109 7 3
95410 15 20 30439 15 9
95411 2 3 115 0 0
95412 13 38 67913 37 17
95413 13 6 792 0 1
95414 16 3 447 0 0
95415 1 33 246 0 0
95416 9 12 4456 9 4
95417 11 37 26475 24 13
95418 10 12 8317 8 6
95419 3 32 1097 2 1
95420 17 16 49879 18 17
95421 5 29 5290 7 6
95422 10 38 9501 12 11
95423 19 21 31547 2 4
95424 16 12 4593 5 5
95425 10 18 6948 12 5
95426 20 27 28768 28 7
95427 1 28 155 0 0
95428 12 2 321 0 0
95429 15 23 50739 17 9
95430 12 4 769 0 2
95431 5 11 681 2 4
95432 10 19 4832 11 9
95433 14 9 51412 4 2
95434 1 16 159 0 0
95435 19 35 25760 30 11
95436 12 34 59264 31 21
95437 10 31 32400 9 8
95438 13 24 8133 14 8
95439 8 3 442 0 1
95440 15 25 24295 25 11
95441 9 14 2075 5 5
95442 7 39 37248 11 8
95443 3 33 5101 7 5
95444 11 39 47977 20 19
95445 16 21 14524 18 7
95446 14 17 10344 26 5
95447 5 21 708 1 1
95448 10 18 6217 10 8
95449 8 18 2720 7 5
95450 11 27 33431 15 10
95451 13 24 15169 17 6
95452 15 2 274 0 0
95453 12 1 225 0 0
95454 12 39 42898 16 17
95455 17 31 15858 24 10
95456 15 25 9526 19 8
95457 2 18 303 1 1
95458 6 22 1564 6 6
95459 15 22 6764 15 7
95460 8 8 1799 4 8
95461 8 22 19963 4 6
95462 1 33 183 0 0
95463 13 14 6705 11 8
95464 1 28 175 0 0
95465 17 26 34782 13 7
95466 16 6 1155 0 2
95467 14 39 11510 20 5
95468 19 28 38203 18 10
95469 8 32 7386 10 5
95470 7 27 5824 15 11
95471 5 1 96 0 0
95472 9 11 2001 3 8
95473 20 4 405 0 0
95474 15 20 8833 9 8
95475 17 3 746 0 1
95476 19 39 96998 33 30
95477 14 20 18519 20 12
95478 10 39 6518 8 7
95479 19 20 37883 7 9
95480 19 8 3982 1 2
95481 13 25 10229 19 9
95482 17 3 290 0 0
95483 7 38 66967 13 12
95484 16 38 29378 34 20
95485 3 23 1618 8 6
95486 7 25 4122 11 5
95487 4 13 505 2 2
95488 16 29 14522 22 9
95489 11 11 3826 9 6
95490 13 32 36340 16 11
95491 13 19 10540 20 8
95492 4 38 42051 7 5
95493 20 9 3445 1 1
95494 2 24 355 1 0
95495 1 37 165 0 0
95496 16 23 19260 26 19
95497 12 5 830 0 2
95498 1 1 87 0 0
95499 16 21 18005 21 8
95500 12 15 10199 13 7
95501 15 36 84669 34 16
95502 12 37 11912 17 15
95503 2 10 191 1 0
95504 20 5 469 0 0
95505 9 25 30754 12 11
95506 12 5 1620 0 2
95507 1 36 358 0 0
95508 10 30 7228 9 4
95509 20 15 44970 11 7
95510 6 11 3481 8 3
95511 3 15 1116 3 3
95512 18 39 45181 36 16
95513 6 28 3032 6 4
95514 8 34 26456 14 9
95515 13 35 36335 23 16
95516 18 9 4238 2 2
95517 18 18 10589 14 10
95518 14 30 55154 38 19
95519 15 10 3437 3 5
95520 9 7 1383 2 3
95521 15 22 46969 25 15
95522 20 25 41063 27 11
95523 14 26 27580 26 9
95524 7 40 11484 13 14
95525 7 22 6486 10 11
95526 4 27 2557 4 3
95527 13 28 34020 15 13
95528 16 7 1503 0 2
95529 6 11 1986 6 4
95530 1 21 171 0 0
95531 13 21 12110 18 8
95532 8 12 30530 11 6
95533 12 9 4357 3 4
95534 7 28 4946 11 9
95535 15 15 9333 10 9
95536 17 27 75259 30 18
95537 17 25 30600 25 11
95538 2 27 2069 4 4
95539 19 32 27406 26 12
95540 11 40 8017 13 8
95541 8 30 36776 16 6
95542 16 21 63169 27 13
95543 18 20 7652 13 5
95544 18 38 94998 42 13
95545 20 19 52745 28 13
95546 5 30 1956 4 1
95547 16 8 475 0 0
95548 3 11 1067 4 3
95549 19 10 622 0 0
95550 7 30 2209 4 4
95551 19 21 63306 27 9
95552 18 3 439 0 0
95553 13 11 2293 6 2
95554 18 40 52396 38 15
